orderId,symbol,strikePrice,side,investment,buy_price,qty,stoploss,target,exit_price,ltp,profit_loss,remark,unsubscribe,entry_time,exit_time,remaining_balance,kite_order
NFO:BANKNIFTY2311942500PE,BANKNIFTY,42500.0,PE,9025.0,361.0,0.0,270.75,661.0,341.15,341.15,-556.25,42368.0  < 42370.85,False,12:01:03,12:10:22,0.0,False
NFO:NIFTY2311918000PE,NIFTY,18000.0,PE,7127.500000000001,142.55,0.0,106.9125,442.55,140.75,140.75,-150.0,due to is_long,False,12:14:32,12:14:35,0.0,False
NFO:NIFTY2311918000PE,NIFTY,18000.0,PE,7087.5,141.75,0.0,106.3125,441.75,141.75,141.75,-60.0,due to is_long,False,12:15:01,12:15:02,0.0,False
NFO:BANKNIFTY2311942400PE,BANKNIFTY,42400.0,PE,8196.25,327.85,0.0,245.8875,627.85,333.8,335.2,123.75,42279.0  < 42282.65,False,12:16:28,12:26:23,0.0,False
NFO:NIFTY2311918000PE,NIFTY,18000.0,PE,7247.499999999999,144.95,0.0,108.7125,444.95,143.85,143.6,-127.5,17906.0  < 17907.8,False,12:26:23,12:27:08,0.0,False
NFO:NIFTY2311918000PE,NIFTY,18000.0,PE,7542.5,150.85,0.0,113.1375,450.85,145.3,145.3,-337.5,17905.0  < 17907.2,False,12:31:02,12:36:39,0.0,False
NFO:NIFTY2311917800CE,NIFTY,17800.0,CE,8500.0,170.0,0.0,127.5,470.0,157.9,157.9,-665.0,17883.0  > 17882.2,False,13:01:01,13:03:34,0.0,False
NFO:NIFTY2311917800CE,NIFTY,17800.0,CE,8207.5,164.15,0.0,123.1125,464.15,164.15,164.15,-60.0,due to is_short,False,13:05:57,13:05:58,0.0,False
NFO:BANKNIFTY2311942100CE,BANKNIFTY,42100.0,CE,10086.25,403.45,0.0,445.0,898.45,443.8,443.8,948.75,Stop Loss Hit,False,13:08:21,13:12:16,0.0,False
NFO:BANKNIFTY2311942200CE,BANKNIFTY,42200.0,CE,9508.75,380.35,0.0,414.8,770.35,414.5,416.55,793.75,Stop Loss Hit,False,13:12:16,13:19:10,0.0,False
NFO:NIFTY2311917850CE,NIFTY,17850.0,CE,7484.999999999999,149.7,0.0,112.275,449.7,145.35,145.35,-277.5,17927.0  > 17924.45,False,13:19:11,13:36:48,0.0,False
NFO:BANKNIFTY2311942200CE,BANKNIFTY,42200.0,CE,9645.0,385.8,0.0,289.35,685.8,385.8,385.8,-60.0,42405.0  > 42344.35,False,13:40:23,13:40:25,0.0,False
NFO:NIFTY2311917850CE,NIFTY,17850.0,CE,7095.0,141.9,0.0,106.425,441.9,141.4,141.4,-85.0,17927.0  > 17920.1,False,13:40:32,13:40:52,0.0,False
NFO:BANKNIFTY2311942400PE,BANKNIFTY,42400.0,PE,8303.75,332.15,0.0,249.1125,632.15,332.15,332.15,-60.0,due to is_long,False,13:45:03,13:45:05,0.0,False
NFO:NIFTY2311918000PE,NIFTY,18000.0,PE,7322.499999999999,146.45,0.0,165.65,476.45,165.0,165.0,867.5000000000009,Stop Loss Hit,False,13:46:01,13:56:21,0.0,False
NFO:NIFTY2311917950PE,NIFTY,17950.0,PE,6645.0,132.9,0.0,148.4,437.9,148.15,148.15,702.5,Stop Loss Hit,False,13:56:22,14:01:13,0.0,False
NFO:BANKNIFTY2311942300PE,BANKNIFTY,42300.0,PE,8718.75,348.75,0.0,261.5625,648.75,305.25,305.25,-1147.5,42198.0  < 42199.5,False,14:01:11,14:31:39,0.0,False
NFO:BANKNIFTY2311942300PE,BANKNIFTY,42300.0,PE,7825.0,313.0,0.0,351.45,643.0,351.3,351.3,897.5,Stop Loss Hit,False,14:35:16,14:42:08,0.0,False
NFO:NIFTY2311917950PE,NIFTY,17950.0,PE,6815.000000000001,136.3,0.0,102.225,436.3,136.6,136.6,-45.0,due to is_long,False,14:43:16,14:43:21,0.0,False
NFO:BANKNIFTY2311942300PE,BANKNIFTY,42300.0,PE,8491.25,339.65,0.0,377.6,684.65,376.8,382.6,928.75,Stop Loss Hit,False,14:45:04,14:48:26,0.0,False
NFO:NIFTY2311917800CE,NIFTY,17800.0,CE,7515.000000000001,150.3,0.0,112.72500000000001,450.3,148.65,148.65,-142.5,due to is_short,False,15:00:20,15:00:25,0.0,False
NFO:BANKNIFTY2311942000CE,BANKNIFTY,42000.0,CE,9711.25,388.45,0.0,422.1,748.45,421.7,427.1,831.25,Stop Loss Hit,False,15:03:42,15:20:33,0.0,False
