orderId,symbol,strikePrice,side,investment,buy_price,qty,stoploss,target,exit_price,ltp,profit_loss,remark,unsubscribe,entry_time,exit_time,remaining_balance,kite_order
NFO:Profit,,,,,,,,,,,-1185.000000000001,,False,23:59:59,,-7831.25,False
NFO:BANKNIFTY2311942100PE,BANKNIFTY,42100.0,PE,9962.5,398.5,0.0,298.875,698.5,376.7,376.7,-605.0,41976.0  < 41976.45,False,11:52:11,11:55:03,0.0,False
NFO:NIFTY2311917750CE,NIFTY,17750.0,CE,9262.5,185.25,0.0,138.9375,485.25,185.25,185.25,-60.0,due to is_short,False,11:55:11,11:55:12,0.0,False
NFO:BANKNIFTY2311941800CE,BANKNIFTY,41800.0,CE,12251.25,490.05,0.0,367.5375,790.05,480.95,480.95,-287.5,due to is_short,False,11:56:01,12:01:02,0.0,False
NFO:NIFTY2311917750CE,NIFTY,17750.0,CE,9145.0,182.9,0.0,201.45,557.9,201.2,202.45,915.0,Stop Loss Hit,False,12:01:03,12:15:47,0.0,False
NFO:BANKNIFTY2311941900CE,BANKNIFTY,41900.0,CE,12066.25,482.65,0.0,513.0,797.65,512.75,512.75,692.5,Stop Loss Hit,False,12:16:37,12:21:40,0.0,False
NFO:NIFTY2311917800CE,NIFTY,17800.0,CE,9412.5,188.25,0.0,141.1875,488.25,189.35,189.35,-5.0,17885.0  > 17883.7,False,12:21:42,12:32:31,0.0,False
NFO:BANKNIFTY2311942000CE,BANKNIFTY,42000.0,CE,10893.75,435.75,0.0,326.8125,735.75,441.3,441.3,78.75,42128.0  > 42127,False,12:35:06,12:46:40,0.0,False
NFO:NIFTY2311917950PE,NIFTY,17950.0,PE,6395.0,127.9,0.0,95.925,427.9,118.0,118.0,-555.0,17897.0  < 17903.15,False,12:46:40,12:48:19,0.0,False
NFO:BANKNIFTY2311942000CE,BANKNIFTY,42000.0,CE,11881.25,475.25,0.0,512.9,910.25,512.05,512.05,859.9999999999982,Stop Loss Hit,False,12:49:02,12:57:32,0.0,False
NFO:BANKNIFTY2311942100CE,BANKNIFTY,42100.0,CE,11217.5,448.7,0.0,489.6,1018.7,489.2,489.2,952.5,Stop Loss Hit,False,12:57:32,13:12:18,0.0,False
NFO:BANKNIFTY2311942200CE,BANKNIFTY,42200.0,CE,11221.25,448.85,0.0,336.63750000000005,748.85,439.45,438.25,-325.0,42345.0  > 42338.25,False,13:18:02,13:31:40,0.0,False
NFO:NIFTY2311918050PE,NIFTY,18050.0,PE,7109.999999999999,142.2,0.0,106.65,442.2,139.15,139.15,-212.5,17957.0  < 17958.5,False,13:32:44,13:40:32,0.0,False
NFO:NIFTY2311918050PE,NIFTY,18050.0,PE,7109.999999999999,142.2,0.0,106.65,442.2,139.7,139.7,-185.0,17957.0  < 17960.55,False,13:32:44,13:40:48,0.0,False
NFO:BANKNIFTY2311942500PE,BANKNIFTY,42500.0,PE,9973.75,398.95,0.0,299.2125,698.95,398.65,398.65,-67.5,42339.0  < 42340.45,False,13:40:52,13:40:59,0.0,False
NFO:NIFTY2311918050PE,NIFTY,18050.0,PE,6382.5,127.65,0.0,95.7375,427.65,127.0,127.0,-92.5,17957.0  < 17977.25,False,13:45:13,13:45:18,0.0,False
NFO:BANKNIFTY2311942300CE,BANKNIFTY,42300.0,CE,10591.25,423.65,0.0,317.73749999999995,723.65,422.05,422.05,-100.0,due to is_short,False,14:00:41,14:00:42,0.0,False
NFO:NIFTY2311918050PE,NIFTY,18050.0,PE,6187.5,123.75,0.0,139.6,448.75,138.75,138.75,690.0,Stop Loss Hit,False,14:15:47,14:32:06,0.0,False
NFO:BANKNIFTY2311942500PE,BANKNIFTY,42500.0,PE,9227.5,369.1,0.0,411.0,1089.1,410.0,410.0,962.5,Stop Loss Hit,False,14:21:01,14:40:04,0.0,False
NFO:NIFTY2311918050PE,NIFTY,18050.0,PE,6377.5,127.55,0.0,143.45,442.55,142.3,142.3,677.5000000000009,Stop Loss Hit,False,14:35:02,14:40:09,0.0,False
NFO:NIFTY2311918000PE,NIFTY,18000.0,PE,5837.5,116.75,0.0,87.5625,416.75,106.65,106.65,-565.0,17957.0  < 17960.7,False,14:40:05,14:45:53,0.0,False
NFO:NIFTY2311918000PE,NIFTY,18000.0,PE,5850.0,117.0,0.0,87.75,417.0,107.7,107.7,-525.0,17957.0  < 17959.65,False,14:40:06,14:45:57,0.0,False
NFO:BANKNIFTY2311942400PE,BANKNIFTY,42400.0,PE,8621.25,344.85,0.0,258.63750000000005,644.85,327.8,327.8,-486.25,42326.0  < 42326.05,False,14:47:43,14:54:25,0.0,False
NFO:NIFTY2311918000PE,NIFTY,18000.0,PE,5720.0,114.4,0.0,85.80000000000001,414.4,107.3,107.3,-415.0,17953.0  < 17955.95,False,14:50:11,14:57:52,0.0,False
NFO:BANKNIFTY2311942200CE,BANKNIFTY,42200.0,CE,11361.25,454.45,0.0,340.8375,754.45,418.8,418.8,-951.25,42336.0  > 42332.6,False,15:04:03,15:06:03,0.0,False
NFO:NIFTY2311918000PE,NIFTY,18000.0,PE,6497.499999999999,129.95,0.0,97.46249999999999,429.95,114.05,114.05,-855.0,17961.0  < 17961.55,False,15:06:04,15:11:02,0.0,False
NFO:NIFTY2311918050PE,NIFTY,18050.0,PE,7109.999999999999,142.2,0.0,106.64999999999999,442.2,150.7,150.7,365.0,due to is_long,False,15:07:48,15:15:12,0.0,False
NFO:NIFTY2311918050PE,NIFTY,18050.0,PE,7270.0,145.4,0.0,109.05000000000001,445.4,137.05,137.05,-477.5,17962.0  < 17962.65,False,15:16:08,15:21:31,0.0,False
NFO:BANKNIFTY2311942200CE,BANKNIFTY,42200.0,CE,11127.5,445.1,0.0,333.82500000000005,745.1,423.15,423.15,-608.75,42377.0  > 42366.95,False,15:21:40,15:26:22,0.0,False
