orderId,symbol,strikePrice,side,investment,buy_price,qty,stoploss,target,exit_price,ltp,profit_loss,remark,unsubscribe,entry_time,exit_time,remaining_balance,kite_order
NFO:Profit,,,,,,,,,,,-5252.499999999998,,False,23:59:59,,1247.5000000000018,False
NFO:BANKNIFTY2311242000PE,BANKNIFTY,42000.0,PE,8731.25,349.25,0.0,261.9375,649.25,261.2,261.2,-2261.25,Stop Loss Hit,False,09:31:05,09:37:48,0.0,False
NFO:NIFTY2311217900PE,NIFTY,17900.0,PE,5645.0,112.9,0.0,84.67500000000001,412.9,82.7,82.7,-1570.0,Stop Loss Hit,False,09:31:24,09:38:00,0.0,False
NFO:BANKNIFTY2311241900CE,BANKNIFTY,41900.0,CE,8630.0,345.2,0.0,485.0,750.2,476.6,476.6,3225.0,Stop Loss Hit,False,09:38:18,09:39:14,0.0,False
NFO:NIFTY2311217850CE,NIFTY,17850.0,CE,6945.0,138.9,0.0,104.175,438.9,101.7,101.7,-1920.0,Stop Loss Hit,False,09:40:02,09:41:54,0.0,False
NFO:BANKNIFTY2311241800CE,BANKNIFTY,41800.0,CE,8802.5,352.1,0.0,397.35,712.1,394.3,394.3,995.0,Stop Loss Hit,False,09:45:01,09:46:20,0.0,False
NFO:NIFTY2311217800CE,NIFTY,17800.0,CE,7117.5,142.35,0.0,161.8,457.35,159.55,159.55,800.0000000000009,Stop Loss Hit,False,09:46:22,09:47:28,0.0,False
NFO:BANKNIFTY2311242000CE,BANKNIFTY,42000.0,CE,7850.0,314.0,0.0,349.6,659.0,349.15,349.15,818.75,Stop Loss Hit,False,10:00:01,10:06:09,0.0,False
NFO:NIFTY2311217850CE,NIFTY,17850.0,CE,6150.0,123.0,0.0,142.65,518.0,142.5,142.5,915.0,Stop Loss Hit,False,10:01:01,10:10:04,0.0,False
NFO:BANKNIFTY2311242000CE,BANKNIFTY,42000.0,CE,8820.0,352.8,0.0,382.6,667.8,380.3,383.5,687.5,Stop Loss Hit,False,10:06:13,10:13:12,0.0,False
NFO:NIFTY2311217850CE,NIFTY,17850.0,CE,6165.0,123.3,0.0,92.475,423.3,117.5,117.5,-350.0,due to is_short,False,11:15:03,11:30:03,0.0,False
NFO:BANKNIFTY2311242200PE,BANKNIFTY,42200.0,PE,6962.5,278.5,0.0,208.875,578.5,251.45,251.45,-736.25,42104.0  < 42104.9,False,11:22:02,11:26:47,0.0,False
NFO:NIFTY2311218000PE,NIFTY,18000.0,PE,6445.0,128.9,0.0,96.675,428.9,128.55,128.55,-77.5,due to is_long,False,11:30:37,11:30:39,0.0,False
NFO:NIFTY2311217950PE,NIFTY,17950.0,PE,5457.5,109.15,0.0,81.86250000000001,409.15,88.8,88.8,-1077.5,17903.0  < 17903.3,False,11:35:01,11:52:15,0.0,False
NFO:BANKNIFTY2311242200PE,BANKNIFTY,42200.0,PE,6755.0,270.2,0.0,202.65,570.2,229.2,229.2,-1085.0,42123.0  < 42123.25,False,11:35:03,11:37:18,0.0,False
NFO:BANKNIFTY2311242000CE,BANKNIFTY,42000.0,CE,7450.0,298.0,0.0,329.3,613.0,325.65,325.65,631.2499999999991,Stop Loss Hit,False,11:46:02,11:52:44,0.0,False
NFO:BANKNIFTY2311242100CE,BANKNIFTY,42100.0,CE,7707.5,308.3,0.0,347.75,743.3,347.2,347.2,912.5,Stop Loss Hit,False,12:00:00,12:01:18,0.0,False
NFO:NIFTY2311217850CE,NIFTY,17850.0,CE,6532.5,130.65,0.0,97.9875,430.65,113.4,113.4,-922.5,17901.0  > 17900,False,12:01:01,12:15:45,0.0,False
NFO:BANKNIFTY2311242100CE,BANKNIFTY,42100.0,CE,7570.0,302.8,0.0,227.1,602.8,297.0,297.0,-205.0,42229.0  > 42228.35,False,12:18:36,12:19:43,0.0,False
NFO:BANKNIFTY2311242100CE,BANKNIFTY,42100.0,CE,7582.5,303.3,0.0,227.475,603.3,284.95,284.95,-518.75,42229.0  > 42224.5,False,12:20:04,12:21:38,0.0,False
NFO:NIFTY2311217850CE,NIFTY,17850.0,CE,5870.0,117.4,0.0,88.05000000000001,417.4,104.25,104.25,-717.5,due to is_short,False,12:21:39,12:45:03,0.0,False
NFO:NIFTY2311217950PE,NIFTY,17950.0,PE,4917.5,98.35,0.0,73.76249999999999,398.35,97.8,97.8,-87.5,due to is_long,False,12:45:06,12:45:11,0.0,False
NFO:NIFTY2311217950PE,NIFTY,17950.0,PE,4902.5,98.05,0.0,73.5375,398.05,93.2,93.2,-302.5,17904.0  < 17905.15,False,12:56:14,13:04:16,0.0,False
NFO:NIFTY2311218000PE,NIFTY,18000.0,PE,6450.0,129.0,0.0,96.75,429.0,123.5,123.5,-335.0,17904.0  < 17905.55,False,13:01:51,13:04:18,0.0,False
NFO:NIFTY2311217850CE,NIFTY,17850.0,CE,6097.5,121.95,0.0,91.4625,421.95,111.15,111.15,-600.0,17913.0  > 17912.5,False,13:16:01,13:45:30,0.0,False
NFO:BANKNIFTY2311242300PE,BANKNIFTY,42300.0,PE,6538.75,261.55,0.0,296.35,621.55,294.6,294.6,766.2500000000009,Stop Loss Hit,False,13:45:31,13:57:04,0.0,False
NFO:BANKNIFTY2311242300PE,BANKNIFTY,42300.0,PE,7423.75,296.95,0.0,328.05,626.95,325.85,325.85,662.5000000000009,Stop Loss Hit,False,14:00:06,14:06:32,0.0,False
NFO:BANKNIFTY2311242300PE,BANKNIFTY,42300.0,PE,7388.75,295.55,0.0,328.05,655.55,325.85,325.85,697.5000000000009,Stop Loss Hit,False,14:00:07,14:06:32,0.0,False
NFO:NIFTY2311217950PE,NIFTY,17950.0,PE,5707.5,114.15,0.0,85.61250000000001,414.15,86.45,86.45,-1445.0,17897.0  < 17897.55,False,14:06:34,14:32:06,0.0,False
NFO:BANKNIFTY2311242200PE,BANKNIFTY,42200.0,PE,6030.0,241.2,0.0,180.9,541.2,197.5,195.1,-1212.5,42154.0  < 42159.55,False,14:15:04,14:31:06,0.0,False
NFO:NIFTY2311218000PE,NIFTY,18000.0,PE,5577.5,111.55,0.0,83.6625,411.55,111.05,111.05,-85.0,17897.0  < 17917,False,14:45:46,14:45:47,0.0,False
NFO:BANKNIFTY2311242100CE,BANKNIFTY,42100.0,CE,6951.25,278.05,0.0,323.3,788.05,322.15,322.15,1042.499999999999,Stop Loss Hit,False,14:46:01,14:58:54,0.0,False
NFO:NIFTY2311217850CE,NIFTY,17850.0,CE,6442.5,128.85,0.0,96.6375,428.85,103.35,103.35,-1335.0,17909.0  > 17908.65,False,14:59:02,15:02:55,0.0,False
NFO:NIFTY2311217950PE,NIFTY,17950.0,PE,4520.0,90.4,50.0,67.80000000000001,390.4,0.0,86.2,-270.0,,True,15:17:07,,0.0,False
NFO:NIFTY2311217950PE,NIFTY,17950.0,PE,4542.5,90.85,50.0,68.13749999999999,390.85,0.0,86.2,-292.5,,True,15:17:08,,0.0,False
